id,distance
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[35] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[39] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR3Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[7] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[10] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[13] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[16] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[22] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[25] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[28] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[31] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[39] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR1Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[4] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[7] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[10] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[13] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[16] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[19] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],62
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[22] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[25] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[28] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[31] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
MutationIdentifier [location=Location [clazz=org.apache.commons.cli.PatternOptionBuilder method=isValueCode methodDesc=(C)Z] indexes=[35] mutator=org.pitest.mutationtest.engine.gregor.mutators.rv.CRCR6Mutator],61
